COD_CLIENTE;DES_CLIENTE;INDIRIZZO;CAP;CITY;PROVINCIA;TELEFONO;FAX;EMAIL;LINEA_CLIENTE;AREA;COD_AGENTE;AGENTE;GAMBE_FLG;NASO_FLG;INTESTINO_FLG;STOMACO_FLG;GOLA_FLG;COD_SUBENTRATO;COD_MICROBRICK;DESC_MICROBRICK;DESC_MICROAREE
16198;GERARDI;VIA SARDEGNA 25/27;90144;PALERMO;PA;_091527437                ;_+39091527437;;Maintain;P;P32;Pierludovico Marsala;0,000000;0,000000;0,000000;0,000000;0,000000;0;0841302;PALERMO 1302;PALERMO 13
1620;FAR.COM. BRESCIA S.P.A.;VIA DELLA CHIESA 6/8;25128;URAGO MELLA;BS;_030312000                ;_+39030312000;;Build;H;H36;Diego Savio;0,000000;0,000000;0,000000;0,000000;0,000000;0;0170801;BRESCIA 0801;BRESCIA 08
16200;SANFIORI;VIA PROVVIDENZA 8;35030;SARMEOLA DI RUBANO;PD;_049630510                ;_+39049630510;francesca.pagnan@tiscali.it;Build;H;H32;Roberta Cammisa;0,000000;0,000000;0,000000;0,000000;0,000000;0;0280305;PADOVA 0305;PADOVA 03
1621;FAR.COM. BRESCIA S.P.A.;VIA ERCOLI 17;25127;BRESCIA;BS;_030307868                ;_+39030307868;;Build;H;H36;Diego Savio;0,000000;0,000000;0,000000;0,000000;0,000000;0;0170801;BRESCIA 0801;BRESCIA 08
16234;ALIOTO;VIA TINDARI 46-48;90135;PALERMO;PA;_091311625                ;_+39091311625;choco_boom@yahoo.it;Maintain;P;P32;Pierludovico Marsala;0,000000;0,000000;0,000000;0,000000;0,000000;0;0841202;PALERMO 1202;PALERMO 12
16237;PESCHIULLI;VIA BERGAMO 1 - INT. 1;24040;CANONICA D'ADDA;BG;_029094084                ;_+390290989388;nando21@libero.it;Build;F;F25;Giordano Vellani;0,000000;0,000000;0,000000;0,000000;0,000000;0;0160805;BERGAMO 0805;BERGAMO 08
16270;AUSONIA;VIA AUSONIA 101;90146;PALERMO;PA;_091527858                ;_+39091518108;m.mantione@email.it;Build;P;P32;Pierludovico Marsala;1,000000;1,000000;1,000000;1,000000;1,000000;0;0841305;PALERMO 1305;PALERMO 13
16298;LA RIZZA DR GIOVANNI & C. SNC;PIAZZA ARMERINA 23;90135;PALERMO;PA;_091311568                ;_+390916737540;info@farmacialarizza.it;Build;P;P32;Pierludovico Marsala;0,000000;0,000000;0,000000;0,000000;0,000000;0;0841202;PALERMO 1202;PALERMO 12
16308;S.NICOLA S.N.C.;VIA S NICOLA N. 27;80020;FRATTAMINORE;NA;_0818313550               ;_+390818313550;sdella10@farmaciacapace.191.it;Maintain;P;P07;Vincenzo Rongo;0,000000;0,000000;0,000000;0,000000;0,000000;0;0700401;NAPOLI 0401;NAPOLI 04
16323;SUPERGA;CORSO ROMA 45/6;10024;BGO S PIETRO DI MONCALIERI;TO;_0116051684               ;_+390116051684;;Build;F;F34;Andrea Nerino Arrigo Neri;0,000000;0,000000;0,000000;0,000000;0,000000;0;0013201;TORINO 3201;TORINO 32
16325;CUZZOCREA;P.ZZA V.EMANUELE II 116/118;00185;ROMA;RM;_064467190                ;_+39064467190;posta@farmaciacuzzocrea.it;Defend;M;M03;Manuelo Maria Montemaggiori;1,000000;1,000000;0,000000;1,000000;1,000000;0;0590107;ROMA 0107;ROMA 01
16345;AMARI;VIA A POLIZIANO 42;90145;PALERMO;PA;_0916828374               ;_+390916810275;farmaciaamari@yahoo.it;Build;P;P32;Pierludovico Marsala;0,000000;0,000000;0,000000;0,000000;0,000000;0;0841201;PALERMO 1201;PALERMO 12
1636;MAZZOLA;VIA ORZINUOVI 30;25030;LOGRATO;BS;_030978453                ;_+39030978453;mazzola.alberto@libero.t;Defend;H;H36;Diego Savio;1,000000;0,000000;1,000000;1,000000;1,000000;0;0170903;BRESCIA 0903;BRESCIA 09
1637;PATERLINI;VIA ANDREA MAJ 45;25039;TRAVAGLIATO;BS;_030660106                ;_+390306863333;enrica.begni@libero.it;Build;H;H36;Diego Savio;0,000000;0,000000;0,000000;0,000000;0,000000;0;0170803;BRESCIA 0803;BRESCIA 08
16373;ALA SERVIZI - COMUNALE 1;P.ZA GIOVANNI FALCONE;00055;LADISPOLI;RM;_0699220125               ;_+390699220125;;Build;M;M04;Valerio Medici;0,000000;0,000000;0,000000;0,000000;0,000000;0;0592201;ROMA 2201;ROMA 22
16384;GORNI;VIA LINCOLN 63;20092;CINISELLO BALSAMO;MI;_0266049458               ;_+390266049458;;Build;F;F33;Luigi Loffredo;0,000000;0,000000;0,000000;0,000000;0,000000;0;0151001;MILANO 1001;MILANO 10
16387;SANITAS;VIA S MARIA A CUBITO 212;80019;QUALIANO;NA;_0818188303               ;_+390818188303;visonegi@farmaciasanitas.191.it;Maintain;P;P07;Vincenzo Rongo;0,000000;0,000000;0,000000;0,000000;0,000000;0;0700302;NAPOLI 0302;NAPOLI 03
16393;CERASOLA;VIA L VANVITELLI 122;90146;PALERMO;PA;_091202900                ;_+390916379559;farma.cerasola@email.it;Build;P;P32;Pierludovico Marsala;0,000000;0,000000;0,000000;0,000000;0,000000;0;0841203;PALERMO 1203;PALERMO 12
1643;INGARDI;VIA GRAMSCI 123;25021;BAGNOLO MELLA;BS;_030620420                ;_+390306821909;farmacia.ingardi@farmail.it;Build;H;H36;Diego Savio;0,000000;0,000000;0,000000;0,000000;0,000000;0;0171002;BRESCIA 1002;BRESCIA 10
16431;IGEA;VIA DEI MILLE 19;84100;SALERNO;SA;_089339013                ;_+39089339013;farmaciaigea@libero.it;Build;P;P02;Vito Benincasa;0,000000;0,000000;0,000000;0,000000;0,000000;0;0720702;SALERNO 0702;SALERNO 07
16435;COMUNALE N 1;VIA LEONARDO DA VINCI 21;20021;BOLLATE;MI;_023501453                ;_+390238304659;farmacia1@asusbollate.it;Defend;F;F33;Luigi Loffredo;1,000000;1,000000;1,000000;1,000000;1,000000;0;0151101;MILANO 1101;MILANO 11
16453;CARBONE;VIA GABRIELE IANELLI 342;80131;NAPOLI;NA;_0815453598               ;_+390815453598;farmaciadr.carbone@libero.it;Maintain;P;P04;Antonio Pisani;1,000000;1,000000;1,000000;1,000000;1,000000;0;0702006;NAPOLI 2006;NAPOLI 20
16458;BONANNO;VIA MATTARELLA 14;90011;BAGHERIA;PA;_091905410                ;_+39091908943;;Build;P;P32;Pierludovico Marsala;0,000000;0,000000;0,000000;0,000000;0,000000;0;0840401;PALERMO 0401;PALERMO 04
16465;PISAPIA;VIA CONSALVO 66;80126;NAPOLI;NA;_0815934186               ;_+390815934186;;Build;P;P08;Fabio Raimondi;0,000000;0,000000;0,000000;0,000000;0,000000;0;0701802;NAPOLI 1802;NAPOLI 18
16477;BARONE;VIA SOTTO IL MONTE 7;80078;ARCO FELICE;NA;_0818662748               ;_+390818662748;farmaciabarone@farmacia.it;Build;P;P07;Vincenzo Rongo;0,000000;0,000000;0,000000;0,000000;0,000000;0;0700202;NAPOLI 0202;NAPOLI 02
16491;S.SOSSIO;VIA D PIROZZI 23;80027;FRATTAMAGGIORE;NA;_0818342763               ;_+390818342763;farmaciasansossio1@libero.it;Maintain;P;P07;Vincenzo Rongo;0,000000;0,000000;0,000000;0,000000;0,000000;0;0700401;NAPOLI 0401;NAPOLI 04
16527;FRIGERIO;VIA CAVOUR 246;21040;CISLAGO;VA;_0296380310               ;_+390296380310;farmaciafrigerio@libero.it;Build;F;F24;Davide Jula;0,000000;0,000000;0,000000;0,000000;0,000000;0;0121002;VARESE 1002;VARESE 10
16533;TABANO;VIA SANTA CESAREA 28/30;80144;MAIANO;NA;_0817540156               ;_+390817540156;farmaciatabano@tiscali.it;Marginal;P;P04;Antonio Pisani;0,000000;0,000000;0,000000;0,000000;0,000000;0;0702305;NAPOLI 2305;NAPOLI 23
16538;CHICCO;VIA NAZIONALE 495;64026;ROSETO DEGLI ABRUZZI;TE;_0858998187               ;_+3908560324;farmacia.chicco@libero.it;Build;P;P06;Elisabetta Di Battista;1,000000;1,000000;1,000000;1,000000;1,000000;0;0630202;TERAMO 0202;TERAMO 02
16544;COMUNALE N. 3;VIA D.L.VIGANO 72;20031;CESANO MADERNO;MI;_0362504377               ;_+390362504377;farmacia3@assp.it;Maintain;F;F23;Maurizio Restivo;0,000000;0,000000;0,000000;0,000000;0,000000;0;0150701;MONZA BRIANZA 0701;MONZA BRIANZA 07
16567;GENOVESI S.P.A. SESTRI;VIA S. G. BATTISTA 42R;16154;GENOVA SESTRI PONENTE;GE;_0106044196               ;;;Build;F;F32;Valter Tasso;0,000000;0,000000;0,000000;0,000000;0,000000;0;0100201;GENOVA 0201;GENOVA 02
16578;LAGO;VIA REGIA 71;35010;BUSA DI VIGONZA;PD;_049628239                ;_+39049628239;farmacia.lago@libero.it;Build;H;H32;Roberta Cammisa;0,000000;0,000000;0,000000;0,000000;0,000000;0;0280201;PADOVA 0201;PADOVA 02
16581;COMUNALE GOLOSINE;VIA PO 8;37136;VERONA;VR;_045956920                ;_+390458013765;farmaciagolosine@agec.it;Maintain;H;H36;Diego Savio;0,000000;0,000000;0,000000;0,000000;0,000000;0;0230202;VERONA 0202;VERONA 02
16585;ZINCONE SNC;VIA VASCO DE GAMA 137;00119;OSTIA LIDO;RM;_065674862                ;_+39065674862;farmacia.zincone@email.it;Build;M;M04;Valerio Medici;0,000000;0,000000;0,000000;0,000000;0,000000;0;0591301;ROMA 1301;ROMA 13
16593;ANGELINI;VIALE GIUSEPPE SIRTORI 33-35;00149;ROMA;RM;_0655265362               ;_+390655265362;;Build;M;M04;Valerio Medici;1,000000;1,000000;1,000000;1,000000;1,000000;0;0591504;ROMA 1504;ROMA 15
16594;LUCCIARINI;VIA VISCOGLIOSI 42;00155;ROMA;RM;_062300297                ;_+39062300297;;Defend;M;M02;Antonella Nardi;0,000000;0,000000;0,000000;0,000000;0,000000;0;0590702;ROMA 0702;ROMA 07
16602;COPPOLA;VIA S VITO 29;84040;CAMEROTA;SA;_0974935125               ;_+390974935125;pacoppola@tiscali.it;Observe;P;P02;Vito Benincasa;1,000000;1,000000;1,000000;1,000000;1,000000;0;0721501;SALERNO 1501;SALERNO 15
16603;RE;VIA PARINI 66;20038;SEREGNO;MI;_0362236154               ;_+390362236154;artemisia_bum_bum@hotmail.com;Build;F;F23;Maurizio Restivo;0,000000;0,000000;0,000000;0,000000;0,000000;0;0150603;MONZA BRIANZA 0603;MONZA BRIANZA 06
1661;LAZZARI;VIA EUROPA 156;25062;CONCESIO;BS;_0302751033               ;_+390302185219;info@farmacialazzari.it;Build;H;H36;Diego Savio;0,000000;0,000000;0,000000;0,000000;0,000000;0;0170502;BRESCIA 0502;BRESCIA 05
16611;SPERANZA;VIA DELLE PUGLIE 144;80026;CASORIA;NA;_0817594303               ;_+390815849219;;Observe;P;P08;Fabio Raimondi;1,000000;0,000000;1,000000;1,000000;1,000000;0;0700602;NAPOLI 0602;NAPOLI 06
16612;COLLE AURELIO;VIA BALDO DEGLI UBALDI 97;00167;ROMA;RM;_066634381                ;_+39066631551;i.paganomariano@tiscali.it;Build;M;M04;Valerio Medici;1,000000;1,000000;1,000000;1,000000;1,000000;0;0591802;ROMA 1802;ROMA 18
16615;LA MONTAGNA;VIA GIOBERTI 1;80011;ACERRA;NA;_0815207016               ;_+390815207016;lamontagna1@virgilio.it;Maintain;P;P08;Fabio Raimondi;1,000000;1,000000;1,000000;1,000000;1,000000;0;0700701;NAPOLI 0504;NAPOLI 05
1666;ARRIVABENE;PIAZZA PORTEGAIA 12;25067;LUMEZZANE S APOLLONIO;BS;_030828931                ;_+39030828931;;Defend;H;H36;Diego Savio;0,000000;0,000000;0,000000;0,000000;0,000000;0;0170501;BRESCIA 0501;BRESCIA 05
16679;S.LUCA;VIA ACQUA BULLICANTE 22;00177;ROMA;RM;_0624400522               ;_+390624400524;farmaciasanluca@virgilio.it;Build;M;M02;Antonella Nardi;0,000000;0,000000;0,000000;0,000000;0,000000;0;0590607;ROMA 0607;ROMA 06
16683;COMUNALE N 3;LARGO GIARDINO 7;21052;BUSTO ARSIZIO;VA;_0331629249               ;_+390331629249;;Maintain;F;F24;Davide Jula;0,000000;0,000000;0,000000;0,000000;0,000000;0;0120801;VARESE 0801;VARESE 08
16684;ANNETTA;VIALE PARTENOPE 96;00177;ROMA;RM;_062752672                ;_+3906270097;farmacia.aquilonia@virgilio.it;Build;M;M03;Manuelo Maria Montemaggiori;0,000000;0,000000;0,000000;0,000000;0,000000;0;0590604;ROMA 0604;ROMA 06
16685;PROCACCINI;VIA GIUSEPPE DONATI 62;00159;ROMA;RM;_064393582                ;_+39064393262;alfredo.procaccini@procaccini.191.it;Build;M;M03;Manuelo Maria Montemaggiori;0,000000;0,000000;0,000000;0,000000;0,000000;0;0590502;ROMA 0502;ROMA 05
16694;DAGUI';VIA GIUSEPPE DE NAVA 9;00139;ROMA;RM;_0688640066               ;_+390688640066;dagui64@libero.it;Build;M;M03;Manuelo Maria Montemaggiori;0,000000;0,000000;0,000000;0,000000;0,000000;0;0590402;ROMA 0402;ROMA 04
1670;AZ. SERVIZI FARMACEUTICI SRL;VIA MATTEOTTI 300/A;25063;GARDONE VAL TROMPIA;BS;_0308912510               ;_+390308912510;;Maintain;H;H36;Diego Savio;0,000000;0,000000;0,000000;0,000000;0,000000;0;0170504;BRESCIA 0504;BRESCIA 05
1671;FULGARO;VIA DANTE 183/B;25060;PONTE ZANANO DI SAREZZO;BS;_0308900550               ;_+390308900550;farmacia.fulgaro@farmail.it;Build;H;H36;Diego Savio;1,000000;1,000000;0,000000;1,000000;1,000000;0;0170503;BRESCIA 0503;BRESCIA 05
16719;JUNGANO;VIA DELLA PISANA 94;00163;ROMA;RM;_066638837                ;_+390666040673;;Build;M;M03;Manuelo Maria Montemaggiori;1,000000;1,000000;0,000000;1,000000;1,000000;0;0591606;ROMA 1606;ROMA 16
16723;CURIO DENTATO;VIALE GIULIO AGRICOLA 96;00174;ROMA;RM;_0671584402               ;_+390671510215;rossiguendalina@libero.it;Build;M;M02;Antonella Nardi;1,000000;1,000000;1,000000;1,000000;1,000000;0;0591005;ROMA 1005;ROMA 10
1673;SIMEONI;VIA DON LANDI 8/10;25086;VIRLE REZZATO;BS;_0302791826               ;_+390302595959;farmacia_simeoni@libero.it;Defend;H;H36;Diego Savio;0,000000;0,000000;0,000000;0,000000;0,000000;0;0171201;BRESCIA 1201;BRESCIA 12
16738;BRODANO;VIA PER SPILAMBERTO 386;41058;VIGNOLA;MO;_059774114                ;_+39059774114;;Maintain;H;H02;Massimo Corlaita;0,000000;0,000000;0,000000;0,000000;0,000000;0;0370601;MODENA 0601;MODENA 06
16739;COMUNALE ORIAGO SUD;P.ZZA MERCATO 11/2;30030;ORIAGO SUD;VE;_041429457                ;_+390415659256;servizir2@serviziriunitimira.191.it;Maintain;H;H32;Roberta Cammisa;0,000000;0,000000;0,000000;0,000000;0,000000;0;0270401;VENEZIA 0401;VENEZIA 04
1675;PASINI;VIA MARCONI 15;25011;CALCINATO;BS;_030963014                ;_+39030963014;farmapasi@libero.it;Build;H;H36;Diego Savio;0,000000;0,000000;0,000000;0,000000;0,000000;0;0171102;BRESCIA 1102;BRESCIA 11
16757;SANTORI;VIA DEI CASTANI 110;00172;ROMA;RM;_0623232047               ;_+390623231674;farmaciasantori@virgilio.it;Build;M;M02;Antonella Nardi;0,000000;0,000000;0,000000;0,000000;0,000000;0;0590705;ROMA 0705;ROMA 07
1676;MAZZUCCHELLI;VIA GRAMSCI 13;25014;CASTENEDOLO;BS;_0302731116               ;_+390302731116;farmaciamazzucchelli@tiscalinet.it;Build;H;H36;Diego Savio;0,000000;0,000000;0,000000;0,000000;0,000000;0;0171101;BRESCIA 1101;BRESCIA 11
16795;GENOVESI S.P.A. MOLASSANA;VIA GHERZI 42-44;16138;GENOVA;GE;_0108362465               ;_+390108356011;farmaciamolassana@amiu.genova.it;Build;F;F32;Valter Tasso;1,000000;1,000000;1,000000;1,000000;1,000000;0;0100802;GENOVA 0802;GENOVA 08
16803;COMUNALE;VIA RE DI PUGLIA 96;53036;POGGIBONSI;SI;_0577939997               ;_+3909376610577;farmacia@comune.poggibonsi.si.it;Build;M;M32;Paolo Bongini;0,000000;0,000000;0,000000;0,000000;0,000000;0;0490101;SIENA 0101;SIENA 01
16816;S.GIOVANNI;BORGO S.GIOVANNI 799;30015;CHIOGGIA;VE;_0414967555               ;_+390414967555;farmagio1958@alice.it;Defend;H;H32;Roberta Cammisa;0,000000;0,000000;0,000000;0,000000;0,000000;0;0270501;VENEZIA 0501;VENEZIA 05
16854;COMUNALE N 2;VIA ZINI 12/A;54037;MARINA DI MASSA;MS;_*ND;_+390585869284;farmacia2@comune.massa.ms.it;Build;M;M34;Luca Mariotti;1,000000;1,000000;0,000000;1,000000;1,000000;0;0420205;MASSA CARRARA 0205;MASSA CARRARA 02
16864;ACQUARIO;VIA MANFREDO FANTI 36;00185;ROMA;RM;_064465657                ;_+39064465657;farmaciariccial@libero.it;Build;M;M03;Manuelo Maria Montemaggiori;0,000000;0,000000;0,000000;0,000000;0,000000;0;0590110;ROMA 0110;ROMA 01
169;ANGLO-AMERICANA;VIA MATTEOTTI 21;16035;RAPALLO;GE;_018550554                ;_+39018550554;;Build;F;F32;Valter Tasso;0,000000;0,000000;0,000000;0,000000;0,000000;0;0101001;GENOVA 1001;GENOVA 10
16905;AZ.SPEC.SOLARO MULTISERVIZI;CORSO EUROPA 55;20020;SOLARO;MI;_029690034                ;_+390296798437;solffarm.2@tiscalinet.it;Maintain;F;F24;Davide Jula;1,000000;1,000000;1,000000;1,000000;1,000000;0;0151102;MILANO 1102;MILANO 11
16921;ZULIANI;VIA E. KANT 6;20151;MILANO;MI;_023086637                ;_+390238010661;fcia.zuliani@tiscalinet.it;Build;F;F33;Luigi Loffredo;0,000000;0,000000;0,000000;0,000000;0,000000;0;0153804;MILANO 3804;MILANO 38
16931;FACOR SRL;VIALE SALTINI 67;42015;CORREGGIO;RE;_0522692121               ;_+390522692121;facorsrl@tuttopmi.it;Build;H;H05;Luca Cerlini;1,000000;1,000000;1,000000;1,000000;1,000000;0;0360401;REGGIO EMILIA 0401;REGGIO EMILIA 04
1694;PANIGATI;VIA GARIBALDI 11;20013;MAGENTA;MI;_0297298273               ;_+390297298273;far.panigati@tin.it;Build;F;F24;Davide Jula;1,000000;1,000000;1,000000;1,000000;1,000000;0;0151601;MILANO 1601;MILANO 16
16946;PARENTI;CORSO INDIPENDENZA 64;95122;CATANIA;CT;_095202347                ;_+39095202347;;Maintain;P;P33;Salvatore Gianluca Chirieleison;0,000000;0,000000;0,000000;0,000000;0,000000;0;0890604;CATANIA 0604;CATANIA 06
1696;GIANESE;VIA BERNOCCHI 3;20023;CERRO MAGGIORE;MI;_0331518016               ;_+390331514910;farmgianese@hotmail.com;Maintain;F;F24;Davide Jula;0,000000;0,000000;0,000000;0,000000;0,000000;0;0151401;MILANO 1401;MILANO 14
1698;SCANSETTI;VIALE RIMEMBRANZE 18;20020;LAINATE;MI;_029370702                ;_+390293572551;crdeliso@hotmail.com;Build;F;F24;Davide Jula;0,000000;0,000000;0,000000;0,000000;0,000000;0;0151202;MILANO 1202;MILANO 12
16983;LEONE;VIA TASSO 177/A;80127;NAPOLI;NA;_0817612164               ;_+390817612164;fabiamastro@libero.it;Observe;P;P04;Antonio Pisani;0,000000;0,000000;0,000000;0,000000;0,000000;0;0701704;NAPOLI 1704;NAPOLI 17
17003;BIANCHI;VIA CAUDINA 128;81024;MADDALONI;CE;_0823406084               ;_+390823406084;;Maintain;P;P07;Vincenzo Rongo;0,000000;0,000000;0,000000;0,000000;0,000000;0;0680701;CASERTA 0701;CASERTA 07
17012;CALABRESI;VIA ROMAGNOLI 38;04100;LATINA;LT;_0773691738               ;_+390773697315;v.calabresi@libero.it;Defend;M;M05;Marco Percili;1,000000;1,000000;1,000000;1,000000;1,000000;0;0600305;LATINA 0305;LATINA 03
1702;GASTALDI;VIA FACCIOLI 2;20152;BAGGIO;MI;_0248911014               ;_+390248910051;farmacia.gastaldi@gmail.com;Build;F;F39;Davide Marchetti;1,000000;1,000000;1,000000;1,000000;1,000000;0;0153701;MILANO 3701;MILANO 37
17031;CARLUTTI;VIA NAPOLI A PISCINOLA 46;80145;NAPOLI;NA;_0817400767               ;_+390817400767;;Observe;P;P04;Antonio Pisani;0,000000;0,000000;0,000000;0,000000;0,000000;0;0702301;NAPOLI 2301;NAPOLI 23
17035;DE JACO;VIA C. RENNA 114;95047;PATERNO;CT;_095841386                ;_+39095841386;farmadeiaco@virgilio.it;Build;P;P33;Salvatore Gianluca Chirieleison;0,000000;0,000000;0,000000;0,000000;0,000000;0;0890301;CATANIA 0301;CATANIA 03
1704;MODERNA;VIA XXVI APRILE 105;20010;ARLUNO;MI;_029017181                ;_+390290378575;f.moderna@libero.it;Build;F;F24;Davide Jula;1,000000;1,000000;1,000000;1,000000;1,000000;0;0151604;MILANO 1604;MILANO 16
17042;BRUNETTI;VLE GIUSTINIANO IMPERATORE 33;00147;ROMA;RM;_065417441                ;_+390662276898;pierluigi_brunetti@libero.it;Defend;M;M02;Antonella Nardi;0,000000;0,000000;0,000000;0,000000;0,000000;0;0591101;ROMA 1101;ROMA 11
17049;ROMAGNA;VIA ROMAGNA 31;20052;MONZA;MI;_0392102022               ;_+390392102119;farmaciaromagna@tin.it;Build;F;F33;Luigi Loffredo;0,000000;0,000000;0,000000;0,000000;0,000000;0;0150803;MONZA BRIANZA 0803;MONZA BRIANZA 08
17056;MOIOLI;VIA V.VENETO, 45;22020;GAGGINO FALOPPIO;CO;_031986246                ;_+39031987633;farmacia.moioli@libero.it;Maintain;F;F23;Maurizio Restivo;1,000000;1,000000;1,000000;1,000000;1,000000;0;0130103;COMO 0103;COMO 01
17059;COMUNALE;PIAZZA G VERDI 6;25050;PIAN CAMUNO;BS;_0364591490               ;_+390364591490;farmaciapiancamuno@yahoo.it;Maintain;H;H36;Diego Savio;0,000000;0,000000;0,000000;0,000000;0,000000;0;0170401;BRESCIA 0401;BRESCIA 04
17064;MARCHITIELLO;PIAZZALE GUBBIO 2;84025;BIVIO S CECILIA EBOLI;SA;_0828601070               ;_+390828601070;farmaciamarchitello@libero.it;Observe;P;P02;Vito Benincasa;0,000000;0,000000;0,000000;0,000000;0,000000;0;0720901;SALERNO 0901;SALERNO 09
17077;CECCARELLI;VIA BARTOLO LONGO 7;00156;ROMA;RM;_064112728                ;_+39064112728;farmaciaceccarelli@email.it;Build;M;M03;Manuelo Maria Montemaggiori;0,000000;0,000000;0,000000;0,000000;0,000000;0;0590503;ROMA 0503;ROMA 05
17083;INTERNAZIONALE;VIA DELLA LIBERTA' 161;81031;AVERSA;CE;_0818111680               ;_+390818111680;farmaciadianairis@libero.it;Defend;P;P07;Vincenzo Rongo;0,000000;0,000000;0,000000;0,000000;0,000000;0;0681101;CASERTA 1101;CASERTA 11
1709;COMUNALE N 1/A;VIA C FERRARI 6;20017;RHO;MI;_029303231                ;_+39029303231;farmaciarho@otmail.com;Defend;F;F24;Davide Jula;0,000000;0,000000;0,000000;0,000000;0,000000;0;0151201;MILANO 1201;MILANO 12
171;ROGNONI DR M. & C. SNC;VIA MAZZINI 15;16031;BOGLIASCO;GE;_0103470342               ;_+390103749203;farmacia.corsanego@tin.it;Build;F;F32;Valter Tasso;1,000000;1,000000;1,000000;1,000000;1,000000;0;0100904;GENOVA 0904;GENOVA 09
1710;ARMANDOLA;PIAZZA S GIORGIO 35;20012;CUGGIONO;MI;_02974093                 ;_+3902974093;;Build;F;F24;Davide Jula;0,000000;0,000000;0,000000;0,000000;0,000000;0;0151502;MILANO 1502;MILANO 15
17106;COMUNALE N 3;VIA S BERNARDO 1;20021;CASCINA NUOVA BOLLATE;MI;_023510307                ;_+39023510307;farmacia3@asus bollate .it;Defend;F;F23;Maurizio Restivo;0,000000;0,000000;0,000000;0,000000;0,000000;0;0151101;MILANO 1101;MILANO 11
17108;MADONNA IN CAMPAGNA;VIA MADONNA IN CAMPAGNA 10;21013;GALLARATE;VA;_0331799095               ;_+390331787582;farmaciamcampagna@amsc.it;Build;F;F24;Davide Jula;1,000000;1,000000;1,000000;1,000000;1,000000;0;0120601;VARESE 0601;VARESE 06
17116;COMUNALE N 6;VIA GRAMSCI N. 546;50019;SESTO FIORENTINO;FI;_0554490642               ;_+390554490642;dott.irtinni@afsfarmacie.it;Defend;M;M32;Paolo Bongini;0,000000;0,000000;0,000000;0,000000;0,000000;0;0450701;FIRENZE 0701;FIRENZE 07
17117;COMUNALE N 3;VIA GRAMSCI N. 560;50019;SESTO FIORENTINO;FI;_055452858                ;_+39055452858;;Maintain;M;M32;Paolo Bongini;0,000000;0,000000;0,000000;0,000000;0,000000;0;0450701;FIRENZE 0701;FIRENZE 07
1712;PAVANETTO;PIAZZA STAZIONE 4;20029;TURBIGO;MI;_0331899274               ;_+390331899274;farmaciapavenetto@virgilio.it;Build;F;F24;Davide Jula;0,000000;0,000000;0,000000;0,000000;0,000000;0;0151501;MILANO 1501;MILANO 15
17134;COMUNALE N 5;VIA VENETO 26;20091;BRESSO;MI;_026104622                ;_+39026104622;bressodirezione@libero.it;Build;F;F33;Luigi Loffredo;1,000000;1,000000;1,000000;1,000000;1,000000;0;0151007;MILANO 1007;MILANO 10
17147;DE CRISTOFARO;VIA ORTO SDANGA 8/H;71043;MANFREDONIA;FG;_0884584970               ;_+390884584970;;Maintain;P;P35;Amleto Piccirilli;0,000000;0,000000;0,000000;0,000000;0,000000;0;0730501;FOGGIA 0501;FOGGIA 05
1715;FULGHIERI;VIA EUROPA 8;20010;CASOREZZO;MI;_029010344                ;_+39029010344;ssalvatore@tiscalinet.it;Maintain;F;F24;Davide Jula;0,000000;0,000000;0,000000;0,000000;0,000000;0;0151302;MILANO 1302;MILANO 13
17155;COMUNALE N 4;VIA M DI MARZABOTTO SNC;20021;BOLLATE;MI;_023503934                ;_+39023503934;farmacia4asus@tin.it;Defend;F;F33;Luigi Loffredo;0,000000;0,000000;0,000000;0,000000;0,000000;0;0151101;MILANO 1101;MILANO 11
17214;MARTELLI;LARGO N CANNELLA 7;00128;ROMA;RM;_065083700                ;_+39065074020;farmaciamartelli@tiscali.it;Build;M;M02;Antonella Nardi;0,000000;0,000000;0,000000;0,000000;0,000000;0;0591201;ROMA 1201;ROMA 12
17217;GOLIA;VIA L. DA VINCI 50/56;81031;AVERSA;CE;_0818111760               ;_+390818111760;goliagio@goliagiovannni.191.it;Build;P;P07;Vincenzo Rongo;0,000000;0,000000;0,000000;0,000000;0,000000;0;0681102;CASERTA 1102;CASERTA 11
17221;COMUNALE N 6;VIA MONTEGRAPPA 12;20092;CINISELLO BALSAMO;MI;_026170313                ;_+390266041915;;Build;F;F33;Luigi Loffredo;1,000000;1,000000;1,000000;1,000000;1,000000;0;0151001;MILANO 1001;MILANO 10
17227;FOGLIA;VIALE KENNEDY 27;81031;AVERSA;CE;_0818908940               ;_+390818908940;;Defend;P;P07;Vincenzo Rongo;0,000000;0,000000;0,000000;0,000000;0,000000;0;0681102;CASERTA 1102;CASERTA 11
1724;S.FRANCESCO;CORSO ITALIA 111;21047;SARONNO;VA;_029602269                ;_+39029602269;carlo.aceti@tiscali.it;Build;F;F24;Davide Jula;1,000000;1,000000;1,000000;1,000000;1,000000;0;0121001;VARESE 1001;VARESE 10
1726;GALBIATI;VIA REPUBBLICA 14/16;21040;ORIGGIO;VA;_0296730085               ;_+390296731993;;Build;F;F24;Davide Jula;1,000000;1,000000;1,000000;1,000000;1,000000;0;0121002;VARESE 1002;VARESE 10
