COD_CLIENTE;DES_CLIENTE;INDIRIZZO;CAP;CITY;PROVINCIA;TELEFONO;FAX;EMAIL;LINEA_CLIENTE;AREA;COD_AGENTE;AGENTE;GAMBE_FLG;NASO_FLG;INTESTINO_FLG;STOMACO_FLG;GOLA_FLG;COD_SUBENTRATO;COD_MICROBRICK;DESC_MICROBRICK;DESC_MICROAREE
41609;TOR DE CENCI;VIA RENZO BERTANI 64;00128;ROMA;RM;_065071591                ;_+390650795622;;Build;M;M02;Antonella Nardi;1,000000;1,000000;1,000000;1,000000;1,000000;21555;0591201;ROMA 1201;ROMA 12
41614;GUIDA;VIA GUIDO RENI 12;70026;MODUGNO;BA;_0805365835               ;_+390805365835;;Maintain;P;P09;Pierluca Lubello Lincenti;1,000000;1,000000;1,000000;1,000000;1,000000;0;0741201;BARI 1201;BARI 12
41623;DELL'ORO S.N.C.;VIA ALESSANDRO RIMASSA 112/R;16129;GENOVA;GE;_010565402                ;_+39019918786;;Observe;F;F32;Valter Tasso;1,000000;1,000000;1,000000;1,000000;1,000000;39133;0100603;GENOVA 0603;GENOVA 06
41633;COMUNALE DI CASAPULLA S.R.L.;VIA NAZIONALE APPIA;81020;CASAPULLA;CE;_0823491828               ;_+390823496925;;Maintain;P;P07;Vincenzo Rongo;1,000000;1,000000;1,000000;1,000000;1,000000;0;0680901;CASERTA 0901;CASERTA 09
41636;NATUZZI;VIA CAFIERO 7;70028;SANTERAMO;BA;_0803026426               ;_+390803026426;;Build;P;P09;Pierluca Lubello Lincenti;1,000000;0,000000;1,000000;1,000000;1,000000;32755;0741702;BARI 1702;BARI 17
41645;STELLA POLARE;VIA STELLA POLARE 61;00122;OSTIA LIDO;RM;_065623890                ;_+39065601846;;Defend;M;M04;Valerio Medici;1,000000;1,000000;0,000000;1,000000;1,000000;30026;0591301;ROMA 1301;ROMA 13
41650;COMUNALE ROSA';VIA CA' DOLPHIN 1;36027;ROSA';VI;_0424858610               ;_+390424858610;;Build;H;H32;Roberta Cammisa;1,000000;1,000000;0,000000;1,000000;1,000000;0;0240104;VICENZA 0104;VICENZA 01
41654;VISINI S.N.C.;VIALE ITALIA 2;24011;ALME;BG;_035541269                ;_+39035541269;;Build;F;F25;Giordano Vellani;0,000000;0,000000;0,000000;0,000000;0,000000;1395;0160508;BERGAMO 0508;BERGAMO 05
41656;POLLICINA;LARGO MACCAGNO 16;00136;ROMA;RM;_0635341225               ;_+390635341225;;Build;M;M04;Valerio Medici;0,000000;0,000000;0,000000;0,000000;0,000000;6559;0591901;ROMA 1901;ROMA 19
41657;LEMMI S.N.C.;VIA ROMA 12;55035;PIAZZA AL SERCHIO;LU;_0583696209               ;_+390583696209;;OS;M;M34;Luca Mariotti;0,000000;0,000000;0,000000;0,000000;0,000000;5935;0430201;LUCCA 0201;LUCCA 02
41662;S.GIACOMO S.N.C.;VIA DEL CORSO 498;00186;ROMA;RM;_063219397                ;_+39063219397;;Defend;M;M04;Valerio Medici;0,000000;0,000000;0,000000;0,000000;0,000000;6281;0590105;ROMA 0105;ROMA 01
41679;EREDI VIOLA;CORSO BENEDETTO CROCE 201;70125;BARI;BA;_0805421551               ;_+390805421551;;Maintain;P;P09;Pierluca Lubello Lincenti;0,000000;0,000000;0,000000;0,000000;0,000000;9034;0741101;BARI 1101;BARI 11
41683;BONANZINGA;VIA CASILINA 1914;00133;ROMA;RM;_0620764747               ;;;Build;M;M02;Antonella Nardi;1,000000;1,000000;1,000000;1,000000;1,000000;0;0590802;ROMA 0802;ROMA 08
41688;MARANTA E RONCHI S.N.C.;VIALE TASSARA 1;25047;DARFO BOARIO TERME;BS;_0364531826               ;_+390364531195;;Build;H;H36;Diego Savio;0,000000;0,000000;0,000000;0,000000;0,000000;33016;0170401;BRESCIA 0401;BRESCIA 04
41695;ANTICHE FARMACIE SBARIGIA SAS;VIA DELLA VITE 2;00187;ROMA;RM;_066792220                ;_+39066792200;;Build;M;M04;Valerio Medici;0,000000;0,000000;0,000000;0,000000;0,000000;34827;0590106;ROMA 0106;ROMA 01
41696;ANTICHE FARMACIE SBARIGIA SAS;P.ZZA S.LORENZO IN LUCINA 27;00186;ROMA;RM;_066792220                ;_+39066792200;;Maintain;M;M04;Valerio Medici;0,000000;0,000000;0,000000;0,000000;0,000000;6226;0590105;ROMA 0105;ROMA 01
41698;COMUNALE BEATO BERNARDO;P.ZZA UMBERTO I 1;35014;FONTANIVA;PD;_0495941683               ;_+390495949108;;Build;H;H32;Roberta Cammisa;0,000000;0,000000;0,000000;0,000000;0,000000;0;0280102;PADOVA 0102;PADOVA 01
41712;BAROCCO S.A.S.;VIA FORZE ARMATE 212;20152;MILANO;MI;_0240071396               ;_+390240070576;;Build;F;F39;Davide Marchetti;0,000000;0,000000;0,000000;0,000000;0,000000;1736;0153702;MILANO 3702;MILANO 37
41714;CASTIELLO S.A.S.;VIA S M A LORETO 62;80142;NAPOLI;NA;_081269252                ;_+39081202265;;Build;P;P04;Antonio Pisani;0,000000;0,000000;0,000000;0,000000;0,000000;16902;0702408;NAPOLI 2408;NAPOLI 24
41717;COLUCCI;VIA PASCOLI 9;20093;COLOGNO MONZESE;MI;_0227302512               ;_+390227302512;;Build;F;F25;Giordano Vellani;1,000000;1,000000;1,000000;1,000000;1,000000;33901;0150902;MILANO 0902;MILANO 09
41718;BRANCO;VIA MAZZINI 22;81030;CANCELLO ARNONE;CE;_0823859082               ;_+390823859082;;Defend;P;P07;Vincenzo Rongo;0,000000;0,000000;0,000000;0,000000;0,000000;8071;0680501;CASERTA 0501;CASERTA 05
4172;DE TOMI;LARGO DON MAESTRELLO 26;37040;CARPI DI VILLABARTOLOMEA;VR;_0442679001               ;_+390442679001;farmacia.detomi@libero.it;Maintain;H;H33;Isacco Treccani;1,000000;0,000000;0,000000;1,000000;0,000000;0;0230502;VERONA 0502;VERONA 05
41721;S.MONICA S.A.S.;CORSO FRANCIA 65/B;10093;COLLEGNO;TO;_0114110375               ;_+390114110375;;Build;F;F34;Andrea Nerino Arrigo Neri;0,000000;0,000000;0,000000;0,000000;0,000000;37357;0012402;TORINO 2402;TORINO 24
41728;DUE OBELISCHI;VIA DEL BOSCO 401;95125;CATANIA;CT;_095414228                ;_+39095414740;;Observe;P;P33;Salvatore Gianluca Chirieleison;0,000000;0,000000;0,000000;0,000000;0,000000;37125;0890603;CATANIA 0603;CATANIA 06
41729;BORRELLI S.N.C.;VIA CORALLO 23;84016;PAGANI;SA;_081916132                ;_+39081916132;;Maintain;P;P02;Vito Benincasa;1,000000;1,000000;1,000000;1,000000;1,000000;32988;0720402;SALERNO 0402;SALERNO 04
4173;ALL'ANGELO;CORSO FRACCAROLI 135;37049;VILLA BARTOLOMEA;VR;_044/291018               ;_+39044291018;farmacia.devecchi@libero.it;Observe;H;H33;Isacco Treccani;0,000000;0,000000;0,000000;0,000000;0,000000;0;0230502;VERONA 0502;VERONA 05
41731;ROSSI S.N.C.;VIA S.STEFANO 2;50013;CAMPI BISENZIO;FI;_0558954322               ;_+390558951547;;Build;M;M32;Paolo Bongini;1,000000;0,000000;1,000000;1,000000;1,000000;13530;0450703;FIRENZE 0703;FIRENZE 07
41737;SBUELZ S.N.C.;VIA DELLA STAZIONE 60;33044;MANZANO;UD;_0432740526               ;_+390432740862;;Build;H;H04;Matteo Dri;1,000000;1,000000;1,000000;1,000000;1,000000;3393;0310301;UDINE 0301;UDINE 03
41740;CERRA;P.ZZA MAZZINI 36;13011;BORGOSESIA;VC;_016322256                ;_+390163200006;;Build;F;F22;Elena Borri;1,000000;0,000000;1,000000;0,000000;0,000000;41787;0020301;VERCELLI 0301;VERCELLI 03
41741;NUOVA;VIA MATTEOTTI 49;40018;S.PIETRO IN CASALE;BO;_051811121                ;_+390516661545;;Build;H;H02;Massimo Corlaita;0,000000;0,000000;0,000000;0,000000;0,000000;13191;0380601;BOLOGNA 0601;BOLOGNA 06
41743;VILLAGGIO AZZURRO S.N.C.;LARGO F. JUVARA 5;00128;ROMA;RM;_065070104                ;_+390650780266;;Build;M;M02;Antonella Nardi;0,000000;0,000000;0,000000;0,000000;0,000000;20870;0591201;ROMA 1201;ROMA 12
41744;CENTRALE S.N.C.;C.SO MATTEOTTI 10;51016;MONTECATINI TERME;PT;_057278539                ;_+390572910550;;Defend;M;M34;Luca Mariotti;0,000000;0,000000;0,000000;0,000000;0,000000;36796;0440103;PISTOIA 0103;PISTOIA 01
41748;AI CAPPUCCINI;VIA F. D'AGOSTINO 13;40026;IMOLA;BO;_054227003                ;_+39054228401;;Build;H;H02;Massimo Corlaita;0,000000;0,000000;0,000000;0,000000;0,000000;39371;0380401;BOLOGNA 0401;BOLOGNA 04
41749;LEONARDI;VIA BELLINZONA 143;22100;COMO;CO;_031531319                ;_+39031531319;;Build;F;F23;Maurizio Restivo;0,000000;0,000000;0,000000;0,000000;0,000000;27762;0130204;COMO 0204;COMO 02
41754;LAURO S.N.C.;VIA DELLE TERME 31;80053;CASTELLAMMARE DI STABIA;NA;_0818713427               ;_+390818713427;;Maintain;P;P04;Antonio Pisani;1,000000;1,000000;1,000000;1,000000;1,000000;7320;0701502;NAPOLI 1502;NAPOLI 15
41758;FARMACIAE AMBRA S.A.S.;CORSO SECONDIGLIANO 174;80144;NAPOLI;NA;_0817364866               ;_+390817050600;;Defend;P;P07;Vincenzo Rongo;0,000000;0,000000;0,000000;0,000000;0,000000;38079;0702302;NAPOLI 2302;NAPOLI 23
41759;BERTOLINI S.N.C.;VIA SAPONARO 34;20142;MILANO;MI;_028263875                ;_+39028263875;;Build;F;F33;Luigi Loffredo;0,000000;0,000000;0,000000;0,000000;0,000000;15297;0153402;MILANO 3402;MILANO 34
41765;RIMOLDI S.A.S.;VIA VITTORIO VENETO 54;20062;CASSANO D'ADDA;MI;_036361123                ;_+390363360302;;Build;F;F25;Giordano Vellani;0,000000;0,000000;0,000000;0,000000;0,000000;29830;0150302;MILANO 0302;MILANO 03
41771;CENTRALE;P.ZZA MAZZINI 1;20030;SEVESO;MI;_0362508702               ;_+390362570508;;Build;F;F23;Maurizio Restivo;0,000000;0,000000;0,000000;0,000000;0,000000;39836;0150605;MONZA BRIANZA 0605;MONZA BRIANZA 06
41774;SAVELLI;VIA D.GALIMBERTI 23;00136;ROMA;RM;_0639736901               ;_+390639761364;;Build;M;M04;Valerio Medici;0,000000;0,000000;0,000000;0,000000;0,000000;41055;0591901;ROMA 1901;ROMA 19
41776;TOSCHI S.N.C.;VIA S FELICE 89;40122;BOLOGNA;BO;_051555062                ;_+39051520358;;Build;H;H02;Massimo Corlaita;0,000000;0,000000;0,000000;0,000000;0,000000;4779;0381103;BOLOGNA 1103;BOLOGNA 11
41777;RUSSO;VIA DEGLI ARANCI 179;80067;SORRENTO;NA;_0818772310               ;_+390818772310;;Maintain;P;P04;Antonio Pisani;0,000000;0,000000;0,000000;0,000000;0,000000;19610;0701601;NAPOLI 1601;NAPOLI 16
41780;GALENO;VIA COGOLETO 100;00168;ROMA;RM;_063011878                ;_+39063011878;;Maintain;M;M04;Valerio Medici;0,000000;0,000000;0,000000;0,000000;0,000000;19499;0591905;ROMA 1905;ROMA 19
41785;VONA E PETRUCCI S.A.S.;VIA CAVALLEGGERI D'AOSTA 116;80139;NAPOLI;NA;_0812302419               ;_+390812302419;;Build;P;P07;Vincenzo Rongo;1,000000;1,000000;1,000000;1,000000;1,000000;7720;0701803;NAPOLI 1803;NAPOLI 18
41786;INGLESE S.A.S.;VIA M.STABILE 175/177;90139;PALERMO;PA;_091334482                ;_+390916114313;;Observe;P;P32;Pierludovico Marsala;0,000000;0,000000;0,000000;0,000000;0,000000;34428;0841005;PALERMO 1005;PALERMO 10
41792;RAVIZZA S.A.S.;VIA MARGHERA 18;20149;MILANO;MI;_0248006429               ;_+3902462231;;Defend;F;F39;Davide Marchetti;1,000000;1,000000;0,000000;1,000000;1,000000;1925;0152501;MILANO 2501;MILANO 25
41794;ANACAPRI;VIA ACQUA BULICANTE 202;00177;ROMA;RM;_0624401239               ;_+390624401343;;Build;M;M03;Manuelo Maria Montemaggiori;0,000000;0,000000;0,000000;0,000000;0,000000;34131;0590604;ROMA 0604;ROMA 06
41804;ROMA S.N.C.;VIA PIACENZA 24;20135;MILANO;MI;_0259900565               ;_+390259900565;;Build;F;F39;Davide Marchetti;1,000000;1,000000;1,000000;1,000000;1,000000;40731;0152303;MILANO 2303;MILANO 23
41809;TACCONI;CORSO TRIESTE 3;00047;MARINO;RM;_069387067                ;_+39069387067;;Build;M;M02;Antonella Nardi;0,000000;0,000000;0,000000;0,000000;0,000000;6173;0593202;ROMA 3202;ROMA 32
41819;DEL CORSO S.A.S.;CORSO GARIBALDI 34;80021;AFRAGOLA;NA;_0818691001               ;_+390818691001;;Build;P;P08;Fabio Raimondi;0,000000;0,000000;0,000000;0,000000;0,000000;35839;0702406;NAPOLI 2406;NAPOLI 24
41820;SCIACCA;VIA GENERALE LIOTTA 7;98076;S.AGATA MILITELLO;ME;_0941702100               ;_+390941702100;;Build;P;P33;Salvatore Gianluca Chirieleison;1,000000;1,000000;1,000000;1,000000;1,000000;9965;0850904;MESSINA 0904;MESSINA 09
41824;LASAGNI S.N.C.;CORSO MAZZINI 40;42015;CORREGGIO;RE;_0522692363               ;_+390522692363;;Build;H;H05;Luca Cerlini;1,000000;1,000000;1,000000;1,000000;1,000000;4453;0360401;REGGIO EMILIA 0401;REGGIO EMILIA 04
41829;BENEDETTO CROCE S.A.S.;CORSO BENEDETTO CROCE 170;70125;BARI;BA;_0805421908               ;_+390805421908;;Observe;P;P09;Pierluca Lubello Lincenti;1,000000;1,000000;0,000000;1,000000;1,000000;37464;0741107;BARI 1107;BARI 11
41831;SOLAZZO S.N.C.;VIA FANELLI 213;70125;BARI;BA;_0805020779               ;_+390805020779;;Build;P;P09;Pierluca Lubello Lincenti;0,000000;0,000000;0,000000;0,000000;0,000000;8313;0741103;BARI 1103;BARI 11
41848;DEL SANNIO S.N.C.;P.ZZA CARMINE 9;81016;PIEDIMONTE MATESE;CE;_0823911261               ;_+390823911261;;Maintain;P;P07;Vincenzo Rongo;0,000000;0,000000;0,000000;0,000000;0,000000;8034;0680301;CASERTA 0301;CASERTA 03
41853;DICHIARANTE;P.ZZA MARGHERITA 33;80040;S GENNARO VESUVIANO;NA;_0815286431               ;_+390815286431;;Maintain;P;P08;Fabio Raimondi;0,000000;0,000000;0,000000;0,000000;0,000000;7676;0701301;NAPOLI 1301;NAPOLI 13
41854;SARLO;VIA F.LLI BANDIERA 67 INT 1;53034;COLLE VAL D'ELSA;SI;_0577904413               ;_+390577908598;;Observe;M;M32;Paolo Bongini;0,000000;0,000000;0,000000;0,000000;0,000000;19763;0490102;SIENA 0102;SIENA 01
41857;CAVOUR S.A.S.;VIA CAVOUR 59/R;50129;FIRENZE;FI;_055210633                ;_+39055210633;;Build;M;M32;Paolo Bongini;0,000000;0,000000;0,000000;0,000000;0,000000;37926;0450107;FIRENZE 0107;FIRENZE 01
41861;ARDEA;VIA NISO 16/24;00040;ARDEA;RM;_069135012                ;_+39069137579;;Build;M;M03;Manuelo Maria Montemaggiori;0,000000;0,000000;0,000000;0,000000;0,000000;36046;0593301;ROMA 3301;ROMA 33
41865;FIOR DI LOTO;VIALE MARCONI 75;21049;TRADATE;VA;_0331849008               ;_+390331849008;;Build;F;F24;Davide Jula;1,000000;1,000000;1,000000;1,000000;1,000000;1723;0120701;VARESE 0701;VARESE 07
41866;DEL DUOMO;VIA DUOMO 58;80011;ACERRA;NA;_0818857023               ;_+390813192699;;Defend;P;P08;Fabio Raimondi;1,000000;1,000000;1,000000;1,000000;1,000000;38586;0700701;NAPOLI 0504;NAPOLI 05
41870;DEL CERVO;P.ZZA DUOMO 42;84011;AMALFI;SA;_089871045                ;_+39089871045;;Maintain;P;P02;Vito Benincasa;1,000000;1,000000;1,000000;1,000000;1,000000;27089;0720301;SALERNO 0301;SALERNO 03
41871;ITRI S.N.C.;VIA PETRARCA 105/A;80122;NAPOLI;NA;_0815754602               ;_+390815754602;;Defend;P;P07;Vincenzo Rongo;1,000000;1,000000;1,000000;1,000000;1,000000;31068;0701702;NAPOLI 1702;NAPOLI 17
41876;ANTICA FARMACIA DI OPERA SAS;VIA RESISTENZA 14;20090;OPERA;MI;_0257604980               ;_+390257604980;;Defend;F;F39;Davide Marchetti;1,000000;1,000000;0,000000;1,000000;1,000000;37139;0151902;MILANO 1902;MILANO 19
41880;S.LORENZO S.A.S.;VIA MATTEOTTI 91;35031;ABANO TERME;PD;_049811118                ;_+390498618441;;Defend;H;H32;Roberta Cammisa;0,000000;0,000000;0,000000;0,000000;0,000000;28494;0280304;PADOVA 0304;PADOVA 03
41884;ALLA GATTA S.N.C.;VIA CANNAREGIO 2651;30121;VENEZIA;VE;_041720153                ;_+390410997562;;Build;H;H35;Raffaello Benossi;0,000000;0,000000;0,000000;0,000000;0,000000;3032;0270602;VENEZIA 0602;VENEZIA 06
41896;PALAZZOLO;VIALE MONTENERO 37;20135;MILANO;MI;_0255195673               ;_+390255195673;;Build;F;F33;Luigi Loffredo;0,000000;0,000000;0,000000;0,000000;0,000000;1900;0152009;MILANO 2009;MILANO 20
41900;STORI S.A.S.;NAZIONALE 141B;40051;ALTEDO;BO;_051871161                ;_+390516601532;;Build;H;H02;Massimo Corlaita;0,000000;0,000000;0,000000;0,000000;0,000000;4783;0380601;BOLOGNA 0601;BOLOGNA 06
41910;CANTELLI S.A.S.;VIA SUD PIAZZA D'ARMI 1;81100;CASERTA;CE;_0823326475               ;_+390823326475;;Build;P;P07;Vincenzo Rongo;0,000000;0,000000;0,000000;0,000000;0,000000;27143;0680604;CASERTA 0604;CASERTA 06
41981;CARLINI S.A.S.;VIA ROMA 30;51011;BORGO A BUGGIANO;PT;_057232010                ;_+390572315373;;Build;M;M34;Luca Mariotti;0,000000;1,000000;1,000000;1,000000;1,000000;38669;0440102;PISTOIA 0102;PISTOIA 01
41982;MADONNA DELLA SALUTE S.N.C.;P.ZZA DELLA VITTORIA 29;10147;TORINO;TO;_011290053                ;_+390112161594;;Build;F;F35;Enrico Giuseppe Parlatore;1,000000;1,000000;1,000000;1,000000;1,000000;439;0011701;TORINO 1701;TORINO 17
41985;SCAROLA;VIA DON G.MINERVA 24/26;70027;PALO DEL COLLE;BA;_0805567543               ;;;Maintain;P;P09;Pierluca Lubello Lincenti;1,000000;1,000000;1,000000;1,000000;1,000000;0;0740801;BARI 0801;BARI 08
41987;S.GENNARO;VIA OTTAVIANO 133;80040;S.GENNARO VESUVIANO;NA;_0818657742               ;_+390818657742;;Maintain;P;P04;Antonio Pisani;1,000000;1,000000;0,000000;1,000000;1,000000;0;0701301;NAPOLI 1301;NAPOLI 13
42043;SELVA E FRANCHI S.A.S.;VIA GHIBELLINA 87R;50122;FIRENZE;FI;_0552344823               ;_+39055243393;;Observe;M;M32;Paolo Bongini;0,000000;0,000000;0,000000;0,000000;0,000000;38313;0450102;FIRENZE 0102;FIRENZE 01
42048;EREDI SIMEONI LUIGI S.A.S.;VIA RAPAGNANO 2;00138;ROMA;RM;_068805037                ;_+39068805038;;Build;M;M03;Manuelo Maria Montemaggiori;0,000000;0,000000;0,000000;0,000000;0,000000;0;0590407;ROMA 0407;ROMA 04
42050;ZUCCHETTO S.A.S.;VIA GARIBALDI 87;31049;VALDOBBIADENE;TV;_0423972036               ;_+390423905084;;Build;H;H35;Raffaello Benossi;0,000000;0,000000;0,000000;0,000000;0,000000;2985;0260304;TREVISO 0404;TREVISO 04
42052;PROF.CAVANNA S.N.C.;VIA MOSCA 1;10147;TORINO;TO;_011212932                ;_+39011212932;;Build;F;F35;Enrico Giuseppe Parlatore;0,000000;0,000000;0,000000;0,000000;0,000000;38455;0011701;TORINO 1701;TORINO 17
42054;MONTICELLI S.N.C.;VIA MONTICELLI 82/R;16139;GENOVA;GE;_0108391082               ;_+390108391241;;Build;F;F32;Valter Tasso;1,000000;1,000000;1,000000;1,000000;1,000000;91;0100702;GENOVA 0702;GENOVA 07
42055;CLEMENTE XI;VIA MONTI DI PRIMAVALLE 187;00100;ROMA;RM;_066147485                ;_+39066279812;;Build;M;M04;Valerio Medici;0,000000;0,000000;0,000000;0,000000;0,000000;32973;0591902;ROMA 1902;ROMA 19
42106;DELLA SALUTE S.A.S.;VIA VITTORIO VENETO 104;16030;USCIO;GE;_0185919404               ;_+390185919404;;Maintain;F;F32;Valter Tasso;1,000000;1,000000;0,000000;1,000000;1,000000;12872;0101003;GENOVA 0905;GENOVA 09
42113;LB FARMA S.N.C.;VIA CESARE BATTISTI 87;22070;LOCATE VARESINO;CO;_0331830286               ;_+390331830286;;Build;F;F23;Maurizio Restivo;0,000000;0,000000;0,000000;0,000000;0,000000;1987;0120902;COMO 0902;COMO 09
42137;D'AVERSA;P.ZZA XXX LUGLIO 7/8;80020;CASAVATORE;NA;_0817312944               ;_+390815733956;;Defend;P;P08;Fabio Raimondi;0,000000;0,000000;0,000000;0,000000;0,000000;7874;0700603;NAPOLI 0603;NAPOLI 06
42149;BELLAMOLI S.N.C.;VIA POIANO 99;37142;POIANO;VR;_045550120                ;_+39045550120;info@farmaciabellamoli.it;Build;H;H33;Isacco Treccani;0,000000;0,000000;0,000000;0,000000;0,000000;3253;0230214;VERONA 0214;VERONA 02
42150;PONTE;VIA MORAZZONE 16;21045;GAZZADA;VA;_0332461105               ;_+390332461105;cambimaria@virgilio.it;Build;F;F24;Davide Jula;1,000000;1,000000;1,000000;1,000000;1,000000;2613;0120306;VARESE 0306;VARESE 03
42156;COMUNALE FELINA;P.ZZA DELLA RESISTENZA SNC;42038;FELINA CASTELNUOVO MONTI;RE;_0522814108               ;_+390522619642;farm.felina@fcr.re.it;Maintain;H;H05;Luca Cerlini;0,000000;0,000000;0,000000;0,000000;0,000000;4416;0360602;REGGIO EMILIA 0602;REGGIO EMILIA 06
42159;EREDI PALMIOTTI;LARGO ESOPO 20;00124;CASAL PALOCCO;RM;_0650914600               ;_+39065090455;farma.palmiotti@tiscali.it;Build;M;M04;Valerio Medici;1,000000;0,000000;1,000000;1,000000;1,000000;18251;0591304;ROMA 1304;ROMA 13
42161;SANTA SOFIA DI PA.GA. S.N.C.;VIA QUATTRUCCI 15;00046;GROTTAFERRATA;RM;_0694546447               ;_+390694547513;;Observe;M;M02;Antonella Nardi;0,000000;0,000000;0,000000;0,000000;0,000000;40173;0592903;ROMA 2903;ROMA 29
42162;DEGLI ARSENALI EREDI;VIA MATTEO CAMERA 6;84011;AMALFI;SA;_089871063                ;_+39089871063;info@farmaciadegliarsenali.it;Maintain;P;P02;Vito Benincasa;1,000000;1,000000;1,000000;1,000000;1,000000;17206;0720301;SALERNO 0301;SALERNO 03
42165;CAVOUR S.N.C.;VIA TANA 6;10026;SANTENA;TO;_0119492859               ;_+390119492859;;Build;F;F34;Andrea Nerino Arrigo Neri;1,000000;1,000000;1,000000;1,000000;1,000000;36474;0013001;TORINO 3001;TORINO 30
42168;NADALINI S.N.C.;VIA RIVO 119/A;05100;TERNI;TR;_0744300518               ;_+390744300518;farmacianadalini@libero.it;Build;M;M33;Stefano Maltinti;1,000000;1,000000;1,000000;0,000000;1,000000;5964;0520303;TERNI 0303;TERNI 03
42169;S.MARCO;VIALE VOLONT.DELLA LIBERTA 42A;33100;UDINE;UD;_0432470304               ;_+390432470304;sartori.sbuelz@tin.it;Build;H;H04;Matteo Dri;0,000000;0,000000;0,000000;0,000000;0,000000;34859;0310501;UDINE 0501;UDINE 05
4217;DELLA REGINA;VIA NAZARIO SAURO 5;40121;BOLOGNA;BO;_051223800                ;_+39051237799;;Build;H;H02;Massimo Corlaita;0,000000;0,000000;0,000000;0,000000;0,000000;0;0381101;BOLOGNA 1101;BOLOGNA 11
42171;AL DOGE S.A.S.;VIA SAN DONA' 105;30170;MESTRE;VE;_041615985                ;_+39041610710;;Build;H;H35;Raffaello Benossi;0,000000;0,000000;0,000000;0,000000;0,000000;20923;0270704;VENEZIA 0704;VENEZIA 07
42175;SAVIO S.N.C.;P.ZZA NICOLOSO 3;16036;RECCO;GE;_018574055                ;_+390185723303;info@farmaciasavio.com;Build;F;F32;Valter Tasso;1,000000;1,000000;1,000000;1,000000;1,000000;21787;0101003;GENOVA 0905;GENOVA 09
42176;BARDUCCI;VIA NETTUNENSE VECCHIA 80;00046;FRATTOCCHIE DI MARINO;RM;_0693548015               ;_+390693548015;farmacia.barducci@virgilio.it;Build;M;M02;Antonella Nardi;1,000000;0,000000;1,000000;1,000000;1,000000;40071;0593202;ROMA 3202;ROMA 32
42178;S.PAOLO S.A.S.;VIA BERRINO 6/A;10148;TORINO;TO;_0112261615               ;_+390112209236;farmaciasanpaolo@virgilio.it;Build;F;F35;Enrico Giuseppe Parlatore;1,000000;1,000000;1,000000;1,000000;1,000000;34224;0011602;TORINO 1602;TORINO 16
42188;DEI PORTUENSI;VIA PORTUENSE;00054;FIUMICINO;RM;_0665048357               ;_+390665049849;farmaciasalamaura@tiscali.it;Maintain;M;M04;Valerio Medici;1,000000;1,000000;1,000000;1,000000;1,000000;0;0591401;ROMA 1401;ROMA 14
42224;S.FRANCESCO S.N.C.;VIALE MONZA 28;20035;LISSONE;MI;_039483022                ;_+39039483022;;Build;F;F23;Maurizio Restivo;0,000000;0,000000;0,000000;0,000000;0,000000;41271;0150808;MONZA BRIANZA 0808;MONZA BRIANZA 08
4224;IRNERIO;VIA IRNERIO 20;40126;BOLOGNA;BO;_051241517                ;_+39051242597;fedebfc@yahoo.it;Build;H;H02;Massimo Corlaita;1,000000;1,000000;0,000000;1,000000;1,000000;0;0380901;BOLOGNA 0901;BOLOGNA 09
4226;MONTE S PIETRO;VIA LAVINO 4/C;40050;CALDERINO MONTE S PIETRO;BO;_0516760320               ;_+390516760320;farmamspietro@libero.it;Build;H;H02;Massimo Corlaita;0,000000;0,000000;0,000000;0,000000;0,000000;0;0380104;BOLOGNA 0104;BOLOGNA 01
42279;PROIEZIONE F.CIA S.ANTONIO;LARO LA PIRA 8;51010;MASSA E COZZILE;PT;_0572910685               ;_+390572912823;;Observe;M;M34;Luca Mariotti;1,000000;1,000000;1,000000;1,000000;1,000000;0;0440102;PISTOIA 0102;PISTOIA 01
42280;FARMA LI S.R.L.U.COM.2 LA ROSA;VIA BJKONAKI 7;57100;LIVORNO;LI;_0586502482               ;_+390586588400;farmaciacomunaleliri2@sysnet.it;Build;M;M35;Roberto Saggini;1,000000;1,000000;0,000000;1,000000;1,000000;5409;0460502;LIVORNO 0502;LIVORNO 05
42281;PALERMO S.A.S.;VIA FRANCESCO CALTAGIRONE 452;00132;ROMA;RM;_0645447935               ;;farmacia.emiliani@tiscali.it;Maintain;M;M04;Valerio Medici;0,000000;0,000000;0,000000;0,000000;0,000000;0;0590805;ROMA 0805;ROMA 08
42282;VIALE ROMA S.N.C.;VIALE ROMA 21/A;28100;NOVARA;NO;_0321397220               ;_+390321682594;farmaciavialeroma@farmaciavialeroma.191.it;Build;F;F22;Elena Borri;1,000000;1,000000;1,000000;1,000000;1,000000;1059;0030204;NOVARA 0204;NOVARA 02
42284;LONIGRO;VIA ALCIDE DE GASPERI 49;70059;TRANI;BA;_0883482358               ;_+390883482358;slonigro@email.it;Build;P;P35;Amleto Piccirilli;1,000000;1,000000;1,000000;1,000000;0,000000;8980;0740404;BAT 0404;BAT 04
42286;AL POZZO D'ORO S.N.C.;VIA S.CLEMENTE 3;35100;PADOVA;PD;_0498751299               ;_+390498754996;farmacia.alpozzo@libero.it;Defend;H;H32;Roberta Cammisa;1,000000;1,000000;1,000000;1,000000;1,000000;33627;0280602;PADOVA 0602;PADOVA 06
